"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"5b96a3ec3b2ee831e120745e69abf85b9f8282d9c244a4ec94d340c1157986fc"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"123452"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/5b96a3ec3b2ee831e120745e69abf85b9f8282d9c244a4ec94d340c1157986fc"
"5c5f14a09572fccb2bf10836b2221720eb526235df77ef8c0314264f8aadfb9b"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"179070"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/5c5f14a09572fccb2bf10836b2221720eb526235df77ef8c0314264f8aadfb9b"
"69230069512dbcb089c8b50a97947ccbb4052720acfcda22ed9458fb12efe60f"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"23072"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/69230069512dbcb089c8b50a97947ccbb4052720acfcda22ed9458fb12efe60f"
"69299abf26e9425ec9101bb259fe4bc26bd71e080bfa7a3cee4a89e68e24373f"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"20662"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/69299abf26e9425ec9101bb259fe4bc26bd71e080bfa7a3cee4a89e68e24373f"
"6b0fbe765d6532377809551496cfb7f02bb3d89f7546c74d04333e809453afca"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"136776"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/6b0fbe765d6532377809551496cfb7f02bb3d89f7546c74d04333e809453afca"
"76013e6eaff3f29c084fb07e20f27aea2eeb7955fd90c30d2f788d5a7e85afce"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"15392"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/76013e6eaff3f29c084fb07e20f27aea2eeb7955fd90c30d2f788d5a7e85afce"
"76ef3929c3fbfe5506b6e9d9950f7ff56a882249df92cece95a74c1d09e9e599"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1567"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/76ef3929c3fbfe5506b6e9d9950f7ff56a882249df92cece95a74c1d09e9e599"
"777a207d958508d8a896306dccb39241a92e4ad93d45298ee69ce5d5a9d5090d"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"13765"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/777a207d958508d8a896306dccb39241a92e4ad93d45298ee69ce5d5a9d5090d"
"7d2524218a988ea3dee95375d88927156254386bb9e849aab2010dfc86316a4b"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1581"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/7d2524218a988ea3dee95375d88927156254386bb9e849aab2010dfc86316a4b"
"860a97be83ca2b04bb366f3147dbded0cda9c661298d04f83fc20f3cf6a80b4d"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"80769"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/860a97be83ca2b04bb366f3147dbded0cda9c661298d04f83fc20f3cf6a80b4d"
"8f75848d8756ea1c88e84a96707e5bf56fd7a307717f225beef2910f314c3cf8"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"195407"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/8f75848d8756ea1c88e84a96707e5bf56fd7a307717f225beef2910f314c3cf8"
"8fc6c509bfe02ae1eb5cd93b542e5865b946c4a40ec112b613911552add30cf1"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1219"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/8fc6c509bfe02ae1eb5cd93b542e5865b946c4a40ec112b613911552add30cf1"
"92451858855fee2313b3ae1eab072696b82c29851e17b3eea8a9c591e75001b3"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"20416"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/92451858855fee2313b3ae1eab072696b82c29851e17b3eea8a9c591e75001b3"
"94d26dd28c0b78cffe18d835772304ba8187e0089f1811bfd20a67f29f0e9491"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"93793"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/94d26dd28c0b78cffe18d835772304ba8187e0089f1811bfd20a67f29f0e9491"
"956704283da952c9a32c4259b57a9591a858cd9d9b7c2374385615bdb18452ad"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"17998"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/956704283da952c9a32c4259b57a9591a858cd9d9b7c2374385615bdb18452ad"
"98e6e8c69f901a057bbeb66b707f0ec99b17a562c23522e7279f3efa2177c09a"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1492"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/98e6e8c69f901a057bbeb66b707f0ec99b17a562c23522e7279f3efa2177c09a"
"997dea3e71aac91e3f2981abf73a8148f9e5f59636f763bc01dee73a64a7f48b"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"139818"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/997dea3e71aac91e3f2981abf73a8148f9e5f59636f763bc01dee73a64a7f48b"
"9c8ceef0e0d564835b57deafd40b024170a43b5400307c5c210dfa6f03dea768"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1236"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/9c8ceef0e0d564835b57deafd40b024170a43b5400307c5c210dfa6f03dea768"
"9cb923ac823d4e6c974870e8a2aa981d0f5217bcd8528305af78725506e1776b"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"17771"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/9cb923ac823d4e6c974870e8a2aa981d0f5217bcd8528305af78725506e1776b"
"a734e2d6c60694ede50a823c3822b2c375165bb7460f01baa420c9727ef67ee2"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"173513"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/a734e2d6c60694ede50a823c3822b2c375165bb7460f01baa420c9727ef67ee2"
"a93f8c4e581cfddf0d0bdcf2cca17051106fa1c8ed06a0aa66fa4b5d198afb2d"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"185461"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/a93f8c4e581cfddf0d0bdcf2cca17051106fa1c8ed06a0aa66fa4b5d198afb2d"
"ad2e41c210db958ffb78b36ffa6760ebbd06429d793368d452505b64c390643f"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"16393"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/ad2e41c210db958ffb78b36ffa6760ebbd06429d793368d452505b64c390643f"
"b4d4c7aa3182b1045625ca64a546e6876502f0efafd2e2c8369672b8c908ea4d"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"18763"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/b4d4c7aa3182b1045625ca64a546e6876502f0efafd2e2c8369672b8c908ea4d"
"b5782f47fbc5afcb0c6c77cf73c4757c86844fd871819d5ef4a56f432041961c"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1589"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/b5782f47fbc5afcb0c6c77cf73c4757c86844fd871819d5ef4a56f432041961c"
"bf4c43c91b6da99c053ea967563eae233867b1c2406c3e6d36b62f34b40c6f5a"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"14575"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/bf4c43c91b6da99c053ea967563eae233867b1c2406c3e6d36b62f34b40c6f5a"
"c023870764c87da2f6a5312e4e681755c19e03fa73da2647ed596ce43d50ec84"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"198704"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/c023870764c87da2f6a5312e4e681755c19e03fa73da2647ed596ce43d50ec84"
"cache_canary"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/cache_canary"
"cb75145d32f5d6955aecfa8246adf05a4e647274f0fc6efd846db4dd48b5bb55"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"194619"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/cb75145d32f5d6955aecfa8246adf05a4e647274f0fc6efd846db4dd48b5bb55"
"cb884fc700f12a35cf40a4f152e374a39d5b53d724785596aa7bce21360643d9"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1438"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/cb884fc700f12a35cf40a4f152e374a39d5b53d724785596aa7bce21360643d9"
"cbc65c05b47769f848c5b4ef226cd542128707251ab83502effc6100a8f32765"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"145584"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/cbc65c05b47769f848c5b4ef226cd542128707251ab83502effc6100a8f32765"
"cc7f43ddda322d3b384d7f3bdb1e439b438777fc3aaff7e4b20a4eccd7318fc4"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"32800"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/cc7f43ddda322d3b384d7f3bdb1e439b438777fc3aaff7e4b20a4eccd7318fc4"
"d1563dba7e8f937accbf96d1ada06d032ba03f96dbcddcf1930dc2445183423f"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"12464"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/d1563dba7e8f937accbf96d1ada06d032ba03f96dbcddcf1930dc2445183423f"
"d507d37edf9888c1f36ba3735a2254353f998b666c28a260589377b7c6a263d8"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"439308"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/d507d37edf9888c1f36ba3735a2254353f998b666c28a260589377b7c6a263d8"
"d76b74224f908063531a2cbd80f75a0ff1b7bc0d2fb2b8d20b5cbc6077c91bec"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"20736"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/d76b74224f908063531a2cbd80f75a0ff1b7bc0d2fb2b8d20b5cbc6077c91bec"
"d8ac71811c01f53ccc5bdcde193f7e126f100bd38f516320c40d388053330f56"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1590"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/d8ac71811c01f53ccc5bdcde193f7e126f100bd38f516320c40d388053330f56"
"dcb0f54d2ea09e0884afaa39802534f938d837c7ca82a9dfbfa3fdbf7d08593c"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"134569"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/dcb0f54d2ea09e0884afaa39802534f938d837c7ca82a9dfbfa3fdbf7d08593c"
"e379f1883493a0fd779d384e33a4b4cbe200508aca8a95cb008d3bf76bf1ca35"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"204662"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/e379f1883493a0fd779d384e33a4b4cbe200508aca8a95cb008d3bf76bf1ca35"
"e9a45c3156c40da4c9b301a43399b1ce8dbad290c806f448f9ada7e7c55498ea"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"20433"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/e9a45c3156c40da4c9b301a43399b1ce8dbad290c806f448f9ada7e7c55498ea"
"e9b9900c57e787ea4cd34e3b9a72133948a917b673fd431bf9201e006af195f8"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"167805"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/e9b9900c57e787ea4cd34e3b9a72133948a917b673fd431bf9201e006af195f8"
"ef35b5db731eba4a714e6b94cf8e5cc11cab1e87cc54a1aa71b31c3b5a6fa388"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"80227"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/ef35b5db731eba4a714e6b94cf8e5cc11cab1e87cc54a1aa71b31c3b5a6fa388"
"f24b945a13a439f2e89513d96fa5fb9d3ad733ac6affbdab774ad48eb2865967"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"110683"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/f24b945a13a439f2e89513d96fa5fb9d3ad733ac6affbdab774ad48eb2865967"
"f50c2768a05df515816b23d4164680d19130d7de9bb0610a8ede7ed7abf20027"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1682"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/f50c2768a05df515816b23d4164680d19130d7de9bb0610a8ede7ed7abf20027"
"fa5e544fb0228911ca800c726265efbb35d9b9a07c50e6c8432f63cc0c197ea6"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"229267"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/fa5e544fb0228911ca800c726265efbb35d9b9a07c50e6c8432f63cc0c197ea6"
"fdb9eaf162fee1b34184c8b170868596094b3c0b44b5f6519a1aa376aeff32aa"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1407"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/fdb9eaf162fee1b34184c8b170868596094b3c0b44b5f6519a1aa376aeff32aa"
"feccc9b4bdc14afd7db7abec8596fbbbdbc9ff7e50e31500e18b09872650dce3"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"72351"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/feccc9b4bdc14afd7db7abec8596fbbbdbc9ff7e50e31500e18b09872650dce3"
"fefb320450ce6ef9458db1d82bdaf9b6036ab7c80d883c9c5783f62755394221"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"213144"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/fefb320450ce6ef9458db1d82bdaf9b6036ab7c80d883c9c5783f62755394221"
"ff6bbb2d6adf8789937e7fe7c1702b86a8f93979a1b7ce9b87591c9a75c46f90"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"29613"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/cache/glide_cache/ff6bbb2d6adf8789937e7fe7c1702b86a8f93979a1b7ce9b87591c9a75c46f90"
"disk_cache"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"53248"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/disk_cache"
"disk_cache-shm"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"32768"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/disk_cache-shm"
"disk_cache-wal"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"420272"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/disk_cache-wal"
"google_app_measurement_local.db"	".db"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"16384"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/google_app_measurement_local.db"
"gphotos-1.db"	".db"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"999424"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/gphotos-1.db"
"gphotos-1.db-shm"	".db-shm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"32768"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/gphotos-1.db-shm"
"gphotos-1.db-wal"	".db-wal"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"524288"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/gphotos-1.db-wal"
"local_trash.db"	".db"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"4096"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/local_trash.db"
"local_trash.db-shm"	".db-shm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"32768"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/local_trash.db-shm"
"local_trash.db-wal"	".db-wal"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"49472"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/local_trash.db-wal"
"media_store_extras"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"53248"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/media_store_extras"
"media_store_extras-shm"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"32768"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/media_store_extras-shm"
"media_store_extras-wal"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"412032"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/databases/media_store_extras-wal"
"93d1ed2d-dd37-4482-8ae0-3d227686524b"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"529718"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/files/trash_files/93d1ed2d-dd37-4482-8ae0-3d227686524b"
"lib"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/lib"
"com.google.android.gms.appid-no-backup"	".appid-no-backup"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/no_backup/com.google.android.gms.appid-no-backup"
"accounts.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"194"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/accounts.xml"
"analytics.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"185"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/analytics.xml"
"com.google.android.apps.photos.accountproperties.impl.AccountPropertiesManagerImpl.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"706"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.apps.photos.accountproperties.impl.AccountPropertiesManagerImpl.xml"
"com.google.android.apps.photos.dbprocessor.impl.DatabaseProcessorManagerImpl.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"5987"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.apps.photos.dbprocessor.impl.DatabaseProcessorManagerImpl.xml"
"com.google.android.apps.photos.onramping.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"129"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.apps.photos.onramping.xml"
"com.google.android.apps.photos.signin.state.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"131"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.apps.photos.signin.state.xml"
"com.google.android.apps.photos.update.treatment.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"128"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.apps.photos.update.treatment.xml"
"com.google.android.apps.photos_preferences.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"3636"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.apps.photos_preferences.xml"
"com.google.android.gms.appid.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2516"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.gms.appid.xml"
"com.google.android.gms.measurement.prefs.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"709"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.gms.measurement.prefs.xml"
"com.google.android.libraries.social.notifications.GCM.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"302"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/com.google.android.libraries.social.notifications.GCM.xml"
"phenotype_account_file.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"111"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/phenotype_account_file.xml"
"phenotype_experiment_config.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"28634"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/phenotype_experiment_config.xml"
"photos.backup.backup_prefs.xml"	".xml"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"167"	"0"	"null"	"unknown"	"r---------"	"/LogicalFileSet1/data/data/com.google.android.apps.photos/shared_prefs/photos.backup.backup_prefs.xml"
